dateTime,value
4/20/2011 12:00,85.6
4/21/2011 3:00,87.5
4/21/2011 12:00,80.7
4/22/2011 3:00,87.6
4/22/2011 12:00,91.4
4/23/2011 3:00,85
4/23/2011 12:00,85.9
4/24/2011 3:00,82.9
4/24/2011 12:00,95.3
4/25/2011 3:00,87.9
4/25/2011 12:00,90
4/26/2011 3:00,85.7
4/26/2011 12:00,85.3
4/27/2011 3:00,84.6
4/27/2011 12:00,88
4/28/2011 3:00,83.4
4/28/2011 12:00,94.1
4/29/2011 3:00,86.9
4/29/2011 12:00,88
4/30/2011 3:00,93.1
4/30/2011 12:00,93.5
5/1/2011 3:00,87.5
5/1/2011 12:00,86.4
5/2/2011 3:00,94.7
5/2/2011 12:00,88.9
5/3/2011 3:00,90.3
5/3/2011 12:00,90.4
5/4/2011 3:00,88.6
5/4/2011 12:00,95.1
5/5/2011 3:00,85.9
5/5/2011 12:00,89.5
5/6/2011 3:00,87.8
5/6/2011 12:00,89.7
5/7/2011 3:00,90.5
5/7/2011 12:00,94.5
5/8/2011 3:00,86.1
5/8/2011 12:00,92.6
5/9/2011 3:00,83.8
5/9/2011 12:00,86.6
5/10/2011 3:00,84.8
5/10/2011 12:00,86.3
5/11/2011 3:00,85.9
5/11/2011 12:00,93.8
5/12/2011 3:00,94.7
5/12/2011 12:00,90.5
5/13/2011 3:00,93.7
5/13/2011 12:00,91
5/14/2011 3:00,87.7
5/14/2011 12:00,97
5/15/2011 3:00,95.5
5/15/2011 12:00,89.7
5/16/2011 3:00,93.6
5/16/2011 12:00,91.1
5/17/2011 3:00,83.9
5/17/2011 12:00,87.2
5/18/2011 3:00,93.4
5/18/2011 12:00,89.8
5/19/2011 3:00,94.9
5/19/2011 12:00,92.4
5/20/2011 3:00,81.9
5/20/2011 12:00,91.9
5/21/2011 3:00,91.8
5/21/2011 12:00,95.4
5/22/2011 3:00,82.7
5/22/2011 12:00,92.1
5/23/2011 3:00,89.3
5/23/2011 12:00,89.3
5/24/2011 3:00,92.1
5/24/2011 12:00,89.4
5/25/2011 3:00,89.1
5/25/2011 12:00,91.1
5/26/2011 3:00,89.4
5/26/2011 12:00,88.5
5/27/2011 3:00,88.4
5/27/2011 12:00,92.8
5/28/2011 3:00,86.7
5/28/2011 12:00,86.7
5/29/2011 3:00,89.5
5/29/2011 12:00,95
5/30/2011 3:00,89.4
5/30/2011 12:00,89.7
5/31/2011 3:00,92
5/31/2011 12:00,92
6/1/2011 3:00,90.9
6/1/2011 12:00,94
6/2/2011 3:00,90.7
6/2/2011 12:00,89.5
6/3/2011 3:00,92.2
6/3/2011 12:00,86.5
6/4/2011 3:00,88
6/4/2011 12:00,92.6
6/5/2011 3:00,89.6
6/5/2011 12:00,89.9
6/6/2011 3:00,92.6
6/6/2011 12:00,92.8
6/7/2011 3:00,93.1
6/7/2011 12:00,93.9
6/8/2011 3:00,89.5
6/8/2011 12:00,94
6/9/2011 3:00,89.4
6/9/2011 12:00,89.8
6/10/2011 3:00,91
6/10/2011 12:00,91.2
6/11/2011 3:00,90.7
6/11/2011 12:00,93.9
6/12/2011 3:00,92.1
6/12/2011 12:00,91.1
6/13/2011 3:00,90.2
6/13/2011 12:00,93.6
6/14/2011 3:00,89.4
6/14/2011 12:00,91.3
6/15/2011 3:00,96.7
6/15/2011 12:00,90.9
6/16/2011 3:00,85.8
6/16/2011 12:00,91.2
6/17/2011 3:00,90.4
6/17/2011 12:00,88.5
6/18/2011 3:00,89.2
6/18/2011 12:00,96.8
6/19/2011 3:00,92.2
6/19/2011 12:00,83.8
6/20/2011 3:00,90.9
6/20/2011 12:00,92.5
6/21/2011 3:00,93.8
6/21/2011 12:00,88.1
6/22/2011 3:00,92.5
6/22/2011 12:00,89.8
6/23/2011 3:00,89.7
6/23/2011 12:00,95.6
6/24/2011 3:00,98.3
6/24/2011 12:00,96.8
6/25/2011 3:00,91.1
6/25/2011 12:00,92.6
6/26/2011 3:00,87.8
6/26/2011 12:00,89.6
6/27/2011 3:00,90.8
6/27/2011 12:00,87.9
6/28/2011 3:00,90.6
6/28/2011 12:00,86.7
6/29/2011 3:00,91.8
6/29/2011 12:00,93.8
6/30/2011 3:00,92
6/30/2011 12:00,92.1
7/1/2011 3:00,98.3
7/1/2011 12:00,95.3
7/2/2011 3:00,95.1
7/2/2011 12:00,93.7
7/3/2011 3:00,98.3
7/3/2011 12:00,93.7
7/4/2011 3:00,98.3
7/4/2011 12:00,96.8
7/5/2011 3:00,96.6
7/5/2011 12:00,90.9
7/6/2011 3:00,92.1
7/6/2011 12:00,95.3
7/7/2011 3:00,98.3
7/7/2011 12:00,95.3
7/8/2011 3:00,88.8
7/8/2011 12:00,89.4
7/9/2011 3:00,96.6
7/9/2011 12:00,91
7/10/2011 3:00,89.2
7/10/2011 12:00,95.2
7/11/2011 3:00,92.2
7/11/2011 12:00,98.4
7/12/2011 3:00,94.1
7/12/2011 12:00,98.6
7/13/2011 3:00,90.7
7/13/2011 12:00,95.2
7/14/2011 3:00,93.6
7/14/2011 12:00,88.2
7/15/2011 3:00,85
7/15/2011 12:00,95.4
7/16/2011 3:00,95.1
7/16/2011 12:00,95.4
7/17/2011 3:00,96.7
7/17/2011 12:00,85.4
7/18/2011 3:00,85.4
7/18/2011 12:00,91.1
7/19/2011 3:00,90.6
7/19/2011 12:00,95.1
7/20/2011 3:00,84.5
7/20/2011 12:00,84.2
7/21/2011 3:00,90.7
7/21/2011 12:00,82.8
7/22/2011 3:00,76
7/22/2011 12:00,86.4
7/23/2011 3:00,92
7/23/2011 12:00,96.8
7/24/2011 3:00,88.7
7/24/2011 12:00,94
7/25/2011 3:00,88
7/25/2011 12:00,97
7/26/2011 3:00,90.8
7/26/2011 12:00,95.5
7/27/2011 3:00,98.4
7/27/2011 12:00,96.8
7/28/2011 3:00,95.1
7/28/2011 12:00,96.9
7/29/2011 3:00,92
7/29/2011 12:00,93.8
7/30/2011 3:00,96.6
7/30/2011 12:00,91.8
7/31/2011 3:00,96.7
7/31/2011 12:00,90.6
8/1/2011 3:00,90.9
8/1/2011 12:00,94.1
8/2/2011 3:00,96.7
8/2/2011 12:00,95.4
8/3/2011 3:00,95.3
8/3/2011 12:00,96.9
8/4/2011 3:00,94
8/4/2011 12:00,97
8/5/2011 3:00,95.3
8/5/2011 12:00,95.4
8/6/2011 3:00,87.6
8/6/2011 12:00,96.9
8/7/2011 3:00,96.8
8/7/2011 12:00,94
8/8/2011 3:00,95.3
8/8/2011 12:00,91.2
8/9/2011 3:00,93.7
8/9/2011 12:00,95.4
8/10/2011 3:00,89.3
8/10/2011 12:00,94
8/11/2011 3:00,93.5
8/11/2011 12:00,96.9
8/12/2011 3:00,89.4
8/12/2011 12:00,92.6
8/13/2011 3:00,95.3
8/13/2011 12:00,93.8
8/14/2011 3:00,95.2
8/14/2011 12:00,96.8
8/15/2011 3:00,91.8
8/15/2011 12:00,92.2
8/16/2011 3:00,98.3
8/16/2011 12:00,95
8/17/2011 3:00,94.9
8/17/2011 12:00,93.4
8/18/2011 3:00,93.3
8/18/2011 12:00,95.1
8/19/2011 3:00,98.3
8/19/2011 12:00,95.3
8/20/2011 3:00,90.7
8/20/2011 12:00,96.8
8/21/2011 3:00,91
8/21/2011 12:00,97
8/22/2011 3:00,96.6
8/22/2011 12:00,97
8/23/2011 3:00,93.5
8/23/2011 12:00,96.9
8/24/2011 3:00,93.4
8/24/2011 12:00,96.9
8/25/2011 3:00,90.5
8/25/2011 12:00,98.4
8/26/2011 3:00,90.8
8/26/2011 12:00,93.8
8/27/2011 3:00,92.3
8/27/2011 12:00,98.5
8/28/2011 3:00,92.4
8/28/2011 12:00,92
8/29/2011 3:00,93.9
8/29/2011 12:00,94.2
8/30/2011 3:00,92.6
8/30/2011 12:00,97.1
8/31/2011 3:00,95.4
8/31/2011 12:00,97
9/1/2011 3:00,89.3
9/1/2011 12:00,96.9
9/2/2011 3:00,93.6
9/2/2011 12:00,96.8
9/3/2011 3:00,90.8
9/3/2011 12:00,96.9
9/4/2011 3:00,81.9
9/4/2011 12:00,89.7
9/5/2011 3:00,88.2
9/5/2011 12:00,93.8
9/6/2011 3:00,92.2
9/6/2011 12:00,95.1
9/7/2011 3:00,89.3
9/7/2011 12:00,95.1
9/8/2011 3:00,95.1
9/8/2011 12:00,93.8
9/9/2011 3:00,84.9
9/9/2011 12:00,96.9
9/10/2011 3:00,93.6
9/10/2011 12:00,93.9
9/11/2011 3:00,89.4
9/11/2011 12:00,95.2
9/12/2011 3:00,89.4
9/12/2011 12:00,97
9/13/2011 3:00,89.7
9/13/2011 12:00,93.7
9/14/2011 3:00,90.4
9/14/2011 12:00,96.8
9/15/2011 3:00,90.4
9/15/2011 12:00,89.4
9/16/2011 3:00,90.6
9/16/2011 12:00,95.3
9/17/2011 3:00,93.5
9/17/2011 12:00,96.7
9/18/2011 3:00,96.6
9/18/2011 12:00,96.6
9/19/2011 3:00,93.4
9/19/2011 12:00,95.1
9/20/2011 3:00,96.8
9/20/2011 12:00,95.5
9/21/2011 3:00,93.6
9/21/2011 12:00,95.1
9/22/2011 3:00,92.2
9/22/2011 12:00,92.3
9/23/2011 3:00,95.2
9/23/2011 12:00,93.6
9/24/2011 3:00,96.7
9/24/2011 12:00,96.8
9/25/2011 3:00,93.6
9/25/2011 12:00,95.1
9/26/2011 3:00,96.4
9/26/2011 12:00,98.3
9/27/2011 3:00,91.8
9/27/2011 12:00,98.3
9/28/2011 3:00,98.3
9/28/2011 12:00,96.8
9/29/2011 3:00,89.1
9/29/2011 12:00,100
9/30/2011 3:00,86.2
9/30/2011 12:00,98.5
10/1/2011 3:00,83
10/1/2011 12:00,98.5
10/2/2011 3:00,89.1
10/2/2011 12:00,93.3
10/3/2011 3:00,88.8
10/3/2011 12:00,96.9
10/4/2011 3:00,90.5
10/4/2011 12:00,88.8
10/5/2011 3:00,90.6
10/5/2011 12:00,97
10/6/2011 3:00,89.1
10/6/2011 12:00,95.4
10/7/2011 3:00,92
10/7/2011 12:00,93.9
10/8/2011 3:00,92.1
10/8/2011 12:00,98.4
10/9/2011 3:00,90.4
10/9/2011 12:00,96.9
10/10/2011 3:00,89.2
10/10/2011 12:00,100
10/11/2011 3:00,92
10/11/2011 12:00,98.4
10/12/2011 3:00,90.4
10/12/2011 12:00,95.4
10/13/2011 3:00,90.7
10/13/2011 12:00,96.8
10/14/2011 3:00,85.8
10/14/2011 12:00,96.9
10/15/2011 3:00,90.4
10/15/2011 12:00,92.3
10/16/2011 3:00,88.8
10/16/2011 12:00,96.9
10/17/2011 3:00,95
10/17/2011 12:00,96.8
10/18/2011 3:00,85.9
10/18/2011 12:00,95.3
10/19/2011 3:00,95.1
10/19/2011 12:00,95.3
10/20/2011 3:00,98.3
10/20/2011 12:00,96.8
10/21/2011 3:00,88.6
10/21/2011 12:00,98.3
10/22/2011 3:00,88.5
10/22/2011 12:00,96.7
10/23/2011 3:00,88.3
10/23/2011 12:00,96.7
10/24/2011 3:00,90
10/24/2011 12:00,100
10/25/2011 3:00,93.3
10/25/2011 12:00,96.7
10/26/2011 3:00,93.4
10/26/2011 12:00,100
10/27/2011 3:00,94.9
10/27/2011 12:00,96.7
10/28/2011 3:00,93.2
10/28/2011 12:00,100
10/29/2011 3:00,88.2
10/29/2011 12:00,100
10/30/2011 3:00,91.4
10/30/2011 12:00,94.9
10/31/2011 3:00,84.7
10/31/2011 12:00,94.8
11/1/2011 3:00,79.3
11/1/2011 12:00,96.4
11/2/2011 3:00,96.4
11/2/2011 12:00,92.7
11/3/2011 3:00,89.2
11/3/2011 12:00,98.1
11/4/2011 3:00,89.5
11/4/2011 12:00,98.3
11/5/2011 3:00,89.5
11/5/2011 12:00,96.5
11/6/2011 3:00,91.2
11/6/2011 12:00,96.3
11/7/2011 3:00,87.8
11/7/2011 12:00,96.8
11/8/2011 3:00,78.6
11/8/2011 12:00,96.7
11/9/2011 3:00,78
11/9/2011 12:00,96.7
11/10/2011 3:00,79.4
11/10/2011 12:00,96.8
11/11/2011 3:00,85.9
11/11/2011 12:00,98.3
11/12/2011 3:00,84.2
11/12/2011 12:00,94.6
11/13/2011 3:00,88.9
11/13/2011 12:00,96.4
11/14/2011 3:00,85.5
11/14/2011 12:00,98.2
11/15/2011 3:00,83.9
11/15/2011 12:00,98.2
11/16/2011 3:00,95.9
11/16/2011 12:00,92.3
11/17/2011 3:00,94.1
11/17/2011 12:00,98.1
11/18/2011 3:00,86.6
11/18/2011 12:00,96.3
11/19/2011 3:00,83.2
11/19/2011 12:00,96.4
11/20/2011 3:00,83.9
11/20/2011 12:00,91.6
11/21/2011 3:00,84.3
11/21/2011 12:00,93.3
11/22/2011 3:00,76.7
11/22/2011 12:00,96.6
11/23/2011 3:00,76.7
11/23/2011 12:00,83.7
11/24/2011 3:00,78.2
11/24/2011 12:00,91.8
11/25/2011 3:00,79.4
11/25/2011 12:00,94.9
11/26/2011 3:00,79.3
11/26/2011 12:00,98.3
11/27/2011 3:00,83.9
11/27/2011 12:00,96.6
11/28/2011 3:00,80.6
11/28/2011 12:00,84.2
11/29/2011 3:00,80.1
11/29/2011 12:00,96.4
11/30/2011 3:00,80.3
11/30/2011 12:00,96.5
12/1/2011 3:00,76.1
12/1/2011 12:00,93.4
12/2/2011 3:00,80.8
12/2/2011 12:00,96.7
12/3/2011 3:00,80.7
12/3/2011 12:00,82.7
12/4/2011 3:00,76.2
12/4/2011 12:00,96.5
12/5/2011 3:00,94
12/5/2011 12:00,94.5
12/6/2011 3:00,83.4
12/6/2011 12:00,94.9
12/7/2011 3:00,83.7
12/7/2011 12:00,89.9
12/8/2011 3:00,81.7
12/8/2011 12:00,96.5
12/9/2011 3:00,95.5
12/9/2011 12:00,96.3
12/10/2011 3:00,93.4
12/10/2011 12:00,89.5
12/11/2011 3:00,87.4
12/11/2011 12:00,90.5
12/12/2011 3:00,81.5
12/12/2011 12:00,90.2
12/13/2011 3:00,94.8
12/13/2011 12:00,97.9
12/14/2011 3:00,88.6
12/14/2011 12:00,97.9
12/15/2011 3:00,88.6
12/15/2011 12:00,95.8
12/16/2011 3:00,90.1
12/16/2011 12:00,95.8
12/17/2011 3:00,94.8
12/17/2011 12:00,93.5
12/18/2011 3:00,75.4
12/18/2011 12:00,91.9
12/19/2011 3:00,72.7
12/19/2011 12:00,95.7
12/20/2011 3:00,97.3
12/20/2011 12:00,85.3
12/21/2011 3:00,89.4
12/21/2011 12:00,95.8
12/22/2011 3:00,97.3
12/22/2011 12:00,89.6
12/23/2011 3:00,97.2
12/23/2011 12:00,93.7
12/24/2011 3:00,77
12/24/2011 12:00,96
12/25/2011 3:00,70.7
12/25/2011 12:00,91
12/26/2011 3:00,73.3
12/26/2011 12:00,87.6
12/27/2011 3:00,80.8
12/27/2011 12:00,83.2
12/28/2011 3:00,84.8
12/28/2011 12:00,94.8
12/29/2011 3:00,79.4
12/29/2011 12:00,96.5
12/30/2011 3:00,79
12/30/2011 12:00,89.5
12/31/2011 3:00,84.5
12/31/2011 12:00,96.4
1/1/2012 3:00,78.5
1/1/2012 12:00,91.9
1/2/2012 3:00,97.8
1/2/2012 12:00,95.9
1/3/2012 3:00,86.8
1/3/2012 12:00,88
1/4/2012 3:00,90.9
1/4/2012 12:00,93.8
1/5/2012 3:00,95.1
1/5/2012 12:00,95.7
1/6/2012 3:00,95
1/6/2012 12:00,91.9
1/7/2012 3:00,75.3
1/7/2012 12:00,98.1
1/8/2012 3:00,74.3
1/8/2012 12:00,90.4
1/9/2012 3:00,85.1
1/9/2012 12:00,86.7
1/10/2012 3:00,87.6
1/10/2012 12:00,100
1/11/2012 3:00,100
1/11/2012 12:00,91.3
1/12/2012 3:00,97.4
1/12/2012 12:00,91.3
1/13/2012 3:00,87.7
1/13/2012 12:00,96
1/14/2012 3:00,76.8
1/14/2012 12:00,87.1
1/15/2012 3:00,83.7
1/15/2012 12:00,80.6
1/16/2012 3:00,76.1
1/16/2012 12:00,90.1
1/17/2012 3:00,80.9
1/17/2012 12:00,88.3
1/18/2012 3:00,80.3
1/18/2012 12:00,90.2
1/19/2012 3:00,88.5
1/19/2012 12:00,91.4
1/20/2012 3:00,78.6
1/20/2012 12:00,92.1
1/21/2012 3:00,90.8
1/21/2012 12:00,89.3
1/22/2012 3:00,87.8
1/22/2012 12:00,89.3
1/23/2012 3:00,86.3
1/23/2012 12:00,96
1/24/2012 3:00,80.2
1/24/2012 12:00,95.9
1/25/2012 3:00,86.6
1/25/2012 12:00,90.1
1/26/2012 3:00,86.9
1/26/2012 12:00,95.9
1/27/2012 3:00,82
1/27/2012 12:00,93.9
1/28/2012 3:00,88.6
1/28/2012 12:00,96
1/29/2012 3:00,78.3
1/29/2012 12:00,84.3
1/30/2012 3:00,86.5
1/30/2012 12:00,96.1
1/31/2012 3:00,77.7
1/31/2012 12:00,82.2
2/1/2012 3:00,76.3
2/1/2012 12:00,81.2
2/2/2012 3:00,85.5
2/2/2012 12:00,85
2/3/2012 3:00,72.5
2/3/2012 12:00,82.2
2/4/2012 3:00,74.6
2/4/2012 12:00,83.9
2/5/2012 3:00,76.4
2/5/2012 12:00,71.2
2/6/2012 3:00,92
2/6/2012 12:00,96.5
2/7/2012 3:00,78.2
2/7/2012 12:00,92.8
2/8/2012 3:00,86.4
2/8/2012 12:00,83.5
2/9/2012 3:00,95.7
2/9/2012 12:00,83.1
2/10/2012 3:00,92.4
2/10/2012 12:00,80.1
2/11/2012 3:00,81.6
2/11/2012 12:00,96.2
2/12/2012 3:00,74.8
2/12/2012 12:00,81.3
2/13/2012 3:00,81.5
2/13/2012 12:00,79.7
2/14/2012 3:00,73.2
2/14/2012 12:00,91.2
2/15/2012 3:00,77.4
2/15/2012 12:00,94.7
2/16/2012 3:00,81.2
2/16/2012 12:00,84.6
2/17/2012 3:00,73.1
2/17/2012 12:00,69.3
2/18/2012 3:00,92.1
2/18/2012 12:00,92.9
2/19/2012 3:00,81.6
2/19/2012 12:00,75.9
2/20/2012 3:00,81.8
2/20/2012 12:00,92.6
2/21/2012 3:00,72
2/21/2012 12:00,94.7
2/22/2012 3:00,83.5
2/22/2012 12:00,98.3
2/23/2012 3:00,77.8
2/23/2012 12:00,94.8
2/24/2012 3:00,85.4
2/24/2012 12:00,96.6
2/25/2012 3:00,83.3
2/25/2012 12:00,55.9
2/26/2012 3:00,83
2/26/2012 12:00,96.6
2/27/2012 3:00,85
2/27/2012 12:00,75.9
2/28/2012 3:00,79
2/28/2012 12:00,91.2
2/29/2012 3:00,77.1
2/29/2012 12:00,94.8
3/1/2012 3:00,75.6
3/1/2012 12:00,48.2
3/2/2012 3:00,84.5
3/2/2012 12:00,66
3/3/2012 3:00,89.6
3/3/2012 12:00,70.7
3/4/2012 3:00,74.5
3/4/2012 12:00,94.8
3/5/2012 3:00,83.6
3/5/2012 12:00,96.6
3/6/2012 3:00,85.6
3/6/2012 12:00,64.4
3/7/2012 3:00,96.2
3/7/2012 12:00,84.2
3/8/2012 3:00,77.6
3/8/2012 12:00,87.2
3/9/2012 3:00,58.2
3/9/2012 12:00,57.2
3/10/2012 3:00,94.9
3/10/2012 12:00,88.9
3/11/2012 3:00,76.1
3/11/2012 12:00,47.6
3/12/2012 3:00,75.1
3/12/2012 12:00,8.6
3/13/2012 3:00,74.1
3/13/2012 12:00,77.6
3/14/2012 3:00,86.1
3/14/2012 12:00,64.8
3/15/2012 3:00,80.7
3/15/2012 12:00,47
3/16/2012 3:00,85.4
3/16/2012 12:00,61
3/17/2012 3:00,92.8
3/17/2012 12:00,90.3
3/18/2012 3:00,75.8
3/18/2012 12:00,74.8
3/19/2012 3:00,86.2
3/19/2012 12:00,64.8
3/20/2012 3:00,57.4
3/20/2012 12:00,56.1
3/21/2012 3:00,63.2
3/21/2012 12:00,65.4
3/22/2012 3:00,82.8
3/22/2012 12:00,64
3/23/2012 3:00,73.9
3/23/2012 12:00,90.2
3/24/2012 3:00,72.5
3/24/2012 12:00,63.6
3/25/2012 3:00,81.9
3/25/2012 12:00,93.8
3/26/2012 3:00,81.2
3/26/2012 12:00,92.5
3/27/2012 3:00,71.5
3/27/2012 12:00,94.2
3/28/2012 3:00,85.6
3/28/2012 12:00,94
3/29/2012 3:00,83.9
3/29/2012 12:00,56.6
3/30/2012 3:00,91.7
3/30/2012 12:00,97
3/31/2012 3:00,92.5
3/31/2012 12:00,95
4/1/2012 3:00,83.5
4/1/2012 12:00,94.4
4/2/2012 3:00,93.8
4/2/2012 12:00,98.5
4/3/2012 3:00,84.5
4/3/2012 12:00,92.3
4/4/2012 3:00,87.9
4/4/2012 12:00,96.8
4/5/2012 3:00,83.6
4/5/2012 12:00,96.8
4/6/2012 3:00,81.5
4/6/2012 12:00,97.9
4/7/2012 3:00,90.7
4/7/2012 12:00,91.4
4/8/2012 3:00,88.1
4/8/2012 12:00,90.2
4/9/2012 3:00,92.7
4/9/2012 12:00,100
4/10/2012 3:00,95.9
4/10/2012 12:00,96.2
4/11/2012 3:00,94.6
4/11/2012 12:00,93.4
4/12/2012 3:00,86.6
4/12/2012 12:00,84.6
4/13/2012 3:00,82.2
4/13/2012 12:00,97
4/14/2012 3:00,85
4/14/2012 12:00,98.4
4/15/2012 3:00,86
4/15/2012 12:00,94.8
4/16/2012 3:00,84.7
4/16/2012 12:00,78.3
4/17/2012 3:00,81.3
4/17/2012 12:00,72.4
4/18/2012 3:00,90.5
4/18/2012 12:00,68
4/19/2012 3:00,87.2
4/19/2012 12:00,81.4
4/20/2012 3:00,90.4
4/20/2012 12:00,80.7
4/21/2012 3:00,84.4
4/21/2012 12:00,89.2
4/22/2012 3:00,85.8
4/22/2012 12:00,83.8
4/23/2012 3:00,84.6
4/23/2012 12:00,94.4
4/24/2012 3:00,87.7
4/24/2012 12:00,94.5
4/25/2012 3:00,92.2
4/25/2012 12:00,74.8
4/26/2012 3:00,90.7
4/26/2012 12:00,82.6
4/27/2012 3:00,93.4
4/27/2012 12:00,77.9
4/28/2012 3:00,86.2
4/28/2012 12:00,72.4
4/29/2012 3:00,90.4
4/29/2012 12:00,65
4/30/2012 3:00,86.2
4/30/2012 12:00,91.6
5/1/2012 3:00,84.6
5/1/2012 12:00,85.1
5/2/2012 3:00,73.9
5/2/2012 12:00,89.4
5/3/2012 3:00,86.8
5/3/2012 12:00,93.9
5/4/2012 3:00,73.5
5/4/2012 12:00,93.6
5/5/2012 3:00,64.3
5/5/2012 12:00,95.5
5/6/2012 3:00,83.5
5/6/2012 12:00,92.9
5/7/2012 3:00,82.6
5/7/2012 12:00,79.4
5/8/2012 3:00,94.2
5/8/2012 12:00,93
5/9/2012 3:00,85.5
5/9/2012 12:00,72.9
5/10/2012 3:00,93.1
5/10/2012 12:00,98.5
5/11/2012 3:00,93.3
5/11/2012 12:00,78.7
5/12/2012 3:00,89.4
5/12/2012 12:00,82.8
5/13/2012 3:00,90.5
5/13/2012 12:00,89.4
5/14/2012 3:00,93.7
5/14/2012 12:00,79.7
5/15/2012 3:00,97
5/15/2012 12:00,97.3
5/16/2012 3:00,92.3
5/16/2012 12:00,89.9
5/17/2012 3:00,74
5/17/2012 12:00,82.2
5/18/2012 3:00,83.6
5/18/2012 12:00,67.6
5/19/2012 3:00,81.4
5/19/2012 12:00,79.5
5/20/2012 3:00,78.3
5/20/2012 12:00,75.7
5/21/2012 3:00,80.3
5/21/2012 12:00,77.5
5/22/2012 3:00,82.7
5/22/2012 12:00,98.5
5/23/2012 3:00,81.2
5/23/2012 12:00,87
5/24/2012 3:00,84.2
5/24/2012 12:00,77.9
5/25/2012 3:00,97
5/25/2012 12:00,98.5
5/26/2012 3:00,97
5/26/2012 12:00,98.6
5/27/2012 3:00,95.2
5/27/2012 12:00,98.5
5/28/2012 3:00,96.9
5/28/2012 12:00,97.2
5/29/2012 3:00,98.3
5/29/2012 12:00,97.1
5/30/2012 3:00,94.1
5/30/2012 12:00,97.1
5/31/2012 3:00,92.3
5/31/2012 12:00,88.7
6/1/2012 3:00,93.8
6/1/2012 12:00,89.9
6/2/2012 3:00,94.9
6/2/2012 12:00,91
6/3/2012 3:00,89.4
6/3/2012 12:00,90
6/4/2012 3:00,89.7
6/4/2012 12:00,89.9
6/5/2012 3:00,89
6/5/2012 12:00,93.9
6/6/2012 3:00,84.9
6/6/2012 12:00,85.4
6/7/2012 3:00,90.8
6/7/2012 12:00,92.4
6/8/2012 3:00,87.9
6/8/2012 12:00,86.9
6/9/2012 3:00,88.3
6/9/2012 12:00,88.7
6/10/2012 3:00,85.2
6/10/2012 12:00,95.5
6/11/2012 3:00,83.8
6/11/2012 12:00,93.9
6/12/2012 3:00,93.6
6/12/2012 12:00,86.7
6/13/2012 3:00,95.2
6/13/2012 12:00,86.7
6/14/2012 3:00,92.3
6/14/2012 12:00,92.5
6/15/2012 3:00,89.4
6/15/2012 12:00,90.7
6/16/2012 3:00,89.2
6/16/2012 12:00,93.5
6/17/2012 3:00,96.6
6/17/2012 12:00,93.5
6/18/2012 3:00,96.7
6/18/2012 12:00,90.8
6/19/2012 3:00,83.9
6/19/2012 12:00,88.5
6/20/2012 3:00,85.5
6/20/2012 12:00,87
6/21/2012 3:00,98.3
6/21/2012 12:00,85.4
6/22/2012 3:00,87.6
6/22/2012 12:00,82.3
6/23/2012 3:00,89.1
6/23/2012 12:00,88
6/24/2012 3:00,93.7
6/24/2012 12:00,92.4
6/25/2012 3:00,94.8
6/25/2012 12:00,92.2
6/26/2012 3:00,93.7
6/26/2012 12:00,88.4
6/27/2012 3:00,92.3
6/27/2012 12:00,90.8
6/28/2012 3:00,91.8
6/28/2012 12:00,89.4
6/29/2012 3:00,90.6
6/29/2012 12:00,88.1
6/30/2012 3:00,88.1
6/30/2012 12:00,79.3
7/1/2012 3:00,90.8
7/1/2012 12:00,89.5
7/2/2012 3:00,88.4
7/2/2012 12:00,93.9
7/3/2012 3:00,87.3
7/3/2012 12:00,81.3
7/4/2012 3:00,93.5
7/4/2012 12:00,90.6
7/5/2012 3:00,96.7
7/5/2012 12:00,96.8
7/6/2012 3:00,94.9
7/6/2012 12:00,84.9
7/7/2012 3:00,87.7
7/7/2012 12:00,97
7/8/2012 3:00,90.8
7/8/2012 12:00,82.8
7/9/2012 3:00,90.8
7/9/2012 12:00,98.5
7/10/2012 3:00,95.3
7/10/2012 12:00,86.9
7/11/2012 3:00,89.4
7/11/2012 12:00,95.4
7/12/2012 3:00,98.3
7/12/2012 12:00,95.3
7/13/2012 3:00,98.3
7/13/2012 12:00,100
7/14/2012 3:00,92.1
7/14/2012 12:00,98.4
7/15/2012 3:00,96.6
7/15/2012 12:00,100
7/16/2012 3:00,96.7
7/16/2012 12:00,92.2
7/17/2012 3:00,89.4
7/17/2012 12:00,96.7
7/18/2012 3:00,96.7
7/18/2012 12:00,95.3
7/19/2012 3:00,98.3
7/19/2012 12:00,95.2
7/20/2012 3:00,87.9
7/20/2012 12:00,86.6
7/21/2012 3:00,90.7
7/21/2012 12:00,97
7/22/2012 3:00,89
7/22/2012 12:00,83.8
7/23/2012 3:00,96.8
7/23/2012 12:00,91
7/24/2012 3:00,96.8
7/24/2012 12:00,95.5
7/25/2012 3:00,95.1
7/25/2012 12:00,97
7/26/2012 3:00,87.8
7/26/2012 12:00,96.9
7/27/2012 3:00,90.8
7/27/2012 12:00,96.9
7/28/2012 3:00,96.8
7/28/2012 12:00,97
7/29/2012 3:00,87.9
7/29/2012 12:00,82.3
7/30/2012 3:00,95.3
7/30/2012 12:00,98.5
7/31/2012 3:00,93.8
7/31/2012 12:00,82.5
8/1/2012 3:00,86.4
8/1/2012 12:00,96.7
8/2/2012 3:00,90.4
8/2/2012 12:00,89.4
8/3/2012 3:00,92
8/3/2012 12:00,95.6
8/4/2012 3:00,96.8
8/4/2012 12:00,97.1
